projectid,projectstateid,clientid,providerid,disciplineid,tierid,projectname,projectgoals,projectdescription,uploadlocation,attributesknowledge,startbydatetime,deadlinedatetime,minyears,maxyears,interactionfrequency,filterbyindustry,budgetcurrency,budget,hours,effectivehourlyrate,advertisementdatetime,createddate,updateddate,deleteddate,qualityofwork,timeliness,responsiveness,professionalism,likeability,knowledge,attentiontodetail
1639,2,17,85,4,3,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,7,7,5,8,4,5,4
1640,2,6,85,4,3,,,,,,,2014-Aug-10 00:00:00 +0000,,,,,,,,,,,,,7,8,4,5,6,7,9
1641,2,10,85,4,3,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,4,8,8,4,7,7,5
1642,2,12,86,4,3,,,,,,,2014-Jun-22 00:00:00 +0000,,,,,,,,,,,,,9,4,5,4,4,8,8
1643,2,5,86,4,3,,,,,,,2014-Aug-10 00:00:00 +0000,,,,,,,,,,,,,6,6,7,4,4,4,9
1644,2,20,86,4,3,,,,,,,2014-Jun-29 00:00:00 +0000,,,,,,,,,,,,,9,4,5,5,5,7,4
1645,2,4,86,4,3,,,,,,,2014-May-13 00:00:00 +0000,,,,,,,,,,,,,4,6,4,4,8,4,8
1646,2,20,86,4,3,,,,,,,2014-Jun-12 00:00:00 +0000,,,,,,,,,,,,,6,9,7,5,9,8,9
1647,2,9,86,4,3,,,,,,,2014-May-30 00:00:00 +0000,,,,,,,,,,,,,4,4,7,5,6,8,8
1648,2,12,86,4,3,,,,,,,2014-Jun-14 00:00:00 +0000,,,,,,,,,,,,,5,5,6,5,6,9,8
1649,2,20,86,4,3,,,,,,,2014-Feb-24 00:00:00 +0000,,,,,,,,,,,,,7,8,7,6,7,6,7
1650,2,3,86,4,3,,,,,,,2014-Feb-15 00:00:00 +0000,,,,,,,,,,,,,6,6,8,8,5,9,4
1651,2,12,86,4,3,,,,,,,2014-Feb-10 00:00:00 +0000,,,,,,,,,,,,,4,9,5,8,8,7,4
1652,2,3,86,4,3,,,,,,,2014-Jul-05 00:00:00 +0000,,,,,,,,,,,,,6,8,8,4,6,6,7
1653,2,12,86,4,3,,,,,,,2014-May-24 00:00:00 +0000,,,,,,,,,,,,,9,8,5,8,9,7,6
1654,2,10,86,4,3,,,,,,,2014-May-08 00:00:00 +0000,,,,,,,,,,,,,5,5,7,9,5,4,9
1655,2,20,86,4,3,,,,,,,2014-Apr-27 00:00:00 +0000,,,,,,,,,,,,,8,6,4,7,5,8,7
1656,2,9,86,4,3,,,,,,,2014-Jan-12 00:00:00 +0000,,,,,,,,,,,,,7,4,6,6,4,4,7
1657,2,5,86,4,3,,,,,,,2014-Mar-28 00:00:00 +0000,,,,,,,,,,,,,7,7,7,4,9,7,4
1658,2,7,86,4,3,,,,,,,2014-Jun-17 00:00:00 +0000,,,,,,,,,,,,,6,8,5,5,5,6,6
1659,2,16,86,4,3,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,7,7,5,5,7,6,8
1660,2,5,86,4,3,,,,,,,2014-May-09 00:00:00 +0000,,,,,,,,,,,,,5,6,4,5,4,6,4
1661,2,18,86,4,3,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,7,4,7,6,4,5,4
1662,2,11,87,4,3,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,5,9,8,4,7,7,6
1663,2,13,87,4,3,,,,,,,2014-Jan-31 00:00:00 +0000,,,,,,,,,,,,,6,7,8,9,8,4,8
1664,2,15,87,4,3,,,,,,,2014-Aug-14 00:00:00 +0000,,,,,,,,,,,,,8,5,8,8,5,4,4
1665,2,3,87,4,3,,,,,,,2014-Apr-04 00:00:00 +0000,,,,,,,,,,,,,7,4,5,8,7,6,6
1666,2,19,87,4,3,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,8,5,8,5,4,4,4
1667,2,5,87,4,3,,,,,,,2014-Apr-13 00:00:00 +0000,,,,,,,,,,,,,6,5,6,4,7,6,4
1668,2,4,87,4,3,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,5,9,7,5,8,5,5
1669,2,8,87,4,3,,,,,,,2014-Mar-08 00:00:00 +0000,,,,,,,,,,,,,6,8,4,6,8,8,8
1670,2,9,87,4,3,,,,,,,2014-Sep-01 00:00:00 +0000,,,,,,,,,,,,,9,8,7,5,9,7,4
1671,2,15,87,4,3,,,,,,,2014-Apr-22 00:00:00 +0000,,,,,,,,,,,,,4,5,4,8,6,6,4
1672,2,5,87,4,3,,,,,,,2014-May-30 00:00:00 +0000,,,,,,,,,,,,,9,5,7,8,6,4,7
1673,2,10,87,4,3,,,,,,,2014-Apr-02 00:00:00 +0000,,,,,,,,,,,,,8,8,7,8,4,4,4
1674,2,19,87,4,3,,,,,,,2014-Apr-27 00:00:00 +0000,,,,,,,,,,,,,4,5,7,9,5,8,7
1675,2,4,87,4,3,,,,,,,2014-Aug-01 00:00:00 +0000,,,,,,,,,,,,,8,4,4,4,4,5,9
1676,2,2,87,4,3,,,,,,,2014-Jun-17 00:00:00 +0000,,,,,,,,,,,,,7,4,4,8,8,5,8
1677,2,8,87,4,3,,,,,,,2014-May-16 00:00:00 +0000,,,,,,,,,,,,,8,8,7,8,9,5,4
1678,2,20,87,4,3,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,7,8,4,8,7,8,4
1679,2,16,87,4,3,,,,,,,2014-Mar-12 00:00:00 +0000,,,,,,,,,,,,,8,8,7,7,4,4,5
1680,2,4,87,4,3,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,7,5,8,4,5,4,8
1681,2,14,87,4,3,,,,,,,2014-Jan-17 00:00:00 +0000,,,,,,,,,,,,,4,8,4,7,4,5,4
1682,2,7,88,4,3,,,,,,,2014-Aug-12 00:00:00 +0000,,,,,,,,,,,,,7,7,9,4,8,8,7
1683,2,7,88,4,3,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,6,5,6,9,4,6,8
1684,2,4,88,4,3,,,,,,,2014-Jun-06 00:00:00 +0000,,,,,,,,,,,,,8,4,8,4,8,6,7
1685,2,17,88,4,3,,,,,,,2014-Jan-26 00:00:00 +0000,,,,,,,,,,,,,7,7,7,5,7,6,4
1686,2,2,88,4,3,,,,,,,2014-Mar-09 00:00:00 +0000,,,,,,,,,,,,,5,9,5,8,5,4,8
1687,2,18,88,4,3,,,,,,,2014-May-31 00:00:00 +0000,,,,,,,,,,,,,7,4,5,6,7,5,4
1688,2,3,88,4,3,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,8,8,7,5,8,9,8
1689,2,7,88,4,3,,,,,,,2014-Feb-14 00:00:00 +0000,,,,,,,,,,,,,7,6,6,6,6,9,7
1690,2,7,88,4,3,,,,,,,2014-Apr-29 00:00:00 +0000,,,,,,,,,,,,,4,7,4,4,7,6,7
1691,2,9,88,4,3,,,,,,,2014-Feb-15 00:00:00 +0000,,,,,,,,,,,,,4,4,8,7,7,4,6
1692,2,3,88,4,3,,,,,,,2014-Apr-09 00:00:00 +0000,,,,,,,,,,,,,5,5,8,5,7,6,7
1693,2,5,88,4,3,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,6,9,8,8,8,7,7
1694,2,16,88,4,3,,,,,,,2014-Jul-10 00:00:00 +0000,,,,,,,,,,,,,4,9,6,9,8,5,4
1695,2,5,88,4,3,,,,,,,2014-Jul-14 00:00:00 +0000,,,,,,,,,,,,,7,5,8,5,7,4,4
1696,2,13,88,4,3,,,,,,,2014-Jan-16 00:00:00 +0000,,,,,,,,,,,,,4,5,5,4,5,4,5
1697,2,18,88,4,3,,,,,,,2014-Jan-16 00:00:00 +0000,,,,,,,,,,,,,4,4,5,8,4,4,8
1698,2,12,88,4,3,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,9,6,6,5,6,7,4
1699,2,9,88,4,3,,,,,,,2014-May-21 00:00:00 +0000,,,,,,,,,,,,,4,5,8,5,5,8,4
1700,2,2,88,4,3,,,,,,,2014-Aug-26 00:00:00 +0000,,,,,,,,,,,,,5,5,4,5,4,8,6
1701,2,8,88,4,3,,,,,,,2014-May-18 00:00:00 +0000,,,,,,,,,,,,,5,6,4,6,7,4,9
1702,2,20,89,4,3,,,,,,,2014-Jan-03 00:00:00 +0000,,,,,,,,,,,,,7,6,6,8,6,5,8
1703,2,2,89,4,3,,,,,,,2014-Aug-09 00:00:00 +0000,,,,,,,,,,,,,8,8,8,7,7,8,7
1704,2,7,89,4,3,,,,,,,2014-Jun-18 00:00:00 +0000,,,,,,,,,,,,,7,7,9,6,6,9,9
1705,2,16,89,4,3,,,,,,,2014-Jan-29 00:00:00 +0000,,,,,,,,,,,,,4,5,8,6,7,5,4
1706,2,19,89,4,3,,,,,,,2014-Apr-07 00:00:00 +0000,,,,,,,,,,,,,5,6,6,8,5,6,8
1707,2,5,89,4,3,,,,,,,2014-Jun-07 00:00:00 +0000,,,,,,,,,,,,,7,4,6,5,4,6,4
1708,2,11,89,4,3,,,,,,,2014-May-01 00:00:00 +0000,,,,,,,,,,,,,4,5,4,9,6,7,9
1709,2,18,89,4,3,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,6,5,9,5,5,6,4
1710,2,20,89,4,3,,,,,,,2014-May-13 00:00:00 +0000,,,,,,,,,,,,,4,6,7,6,8,9,7
1711,2,4,89,4,3,,,,,,,2014-Jun-28 00:00:00 +0000,,,,,,,,,,,,,4,8,9,5,7,4,8
1712,2,11,89,4,3,,,,,,,2014-Jul-27 00:00:00 +0000,,,,,,,,,,,,,9,8,4,5,8,8,7
1713,2,16,89,4,3,,,,,,,2014-Jun-18 00:00:00 +0000,,,,,,,,,,,,,5,7,9,8,6,9,7
1714,2,2,89,4,3,,,,,,,2014-Mar-09 00:00:00 +0000,,,,,,,,,,,,,7,8,7,8,9,4,9
1715,2,2,89,4,3,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,4,4,6,7,9,7,4
1716,2,18,89,4,3,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,8,7,4,4,6,6,5
1717,2,4,89,4,3,,,,,,,2014-Feb-28 00:00:00 +0000,,,,,,,,,,,,,5,8,9,5,6,9,7
1718,2,11,89,4,3,,,,,,,2014-Mar-16 00:00:00 +0000,,,,,,,,,,,,,8,8,4,8,6,8,7
1719,2,8,89,4,3,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,9,4,8,5,6,5,8
1720,2,8,89,4,3,,,,,,,2014-Jan-28 00:00:00 +0000,,,,,,,,,,,,,4,8,9,8,5,7,5
1721,2,9,89,4,3,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,4,5,8,5,7,8,7
1722,2,14,90,4,3,,,,,,,2014-Jan-04 00:00:00 +0000,,,,,,,,,,,,,6,4,7,6,4,7,5
1723,2,6,90,4,3,,,,,,,2014-Jul-14 00:00:00 +0000,,,,,,,,,,,,,7,7,8,7,8,4,4
1724,2,5,90,4,3,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,7,7,6,4,5,4,9
1725,2,17,90,4,3,,,,,,,2014-Jun-21 00:00:00 +0000,,,,,,,,,,,,,8,4,6,6,5,6,4
1726,2,2,90,4,3,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,8,4,8,8,8,8,9
1727,2,19,90,4,3,,,,,,,2014-Apr-14 00:00:00 +0000,,,,,,,,,,,,,6,6,8,7,8,8,9
1728,2,11,90,4,3,,,,,,,2014-Apr-19 00:00:00 +0000,,,,,,,,,,,,,6,5,9,4,5,6,7
1729,2,18,90,4,3,,,,,,,2014-May-20 00:00:00 +0000,,,,,,,,,,,,,9,7,5,7,6,8,5
1730,2,9,90,4,3,,,,,,,2014-May-10 00:00:00 +0000,,,,,,,,,,,,,6,7,4,9,6,6,4
1731,2,2,90,4,3,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,7,8,8,9,7,8,8
1732,2,6,90,4,3,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,8,6,4,7,8,5,6
1733,2,13,90,4,3,,,,,,,2014-Jun-25 00:00:00 +0000,,,,,,,,,,,,,9,9,5,4,6,5,6
1734,2,18,90,4,3,,,,,,,2014-Feb-27 00:00:00 +0000,,,,,,,,,,,,,7,7,4,9,4,7,6
1735,2,3,90,4,3,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,6,7,6,5,8,5,6
1736,2,6,90,4,3,,,,,,,2014-Mar-28 00:00:00 +0000,,,,,,,,,,,,,8,6,6,4,4,6,5
1737,2,17,90,4,3,,,,,,,2014-Mar-06 00:00:00 +0000,,,,,,,,,,,,,8,7,5,4,6,6,4
1738,2,18,90,4,3,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,8,8,6,6,6,4,7
1739,2,8,90,4,3,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,5,8,7,8,7,5,5
1740,2,19,90,4,3,,,,,,,2014-Feb-01 00:00:00 +0000,,,,,,,,,,,,,7,8,4,7,6,8,4
1741,2,14,90,4,3,,,,,,,2014-Mar-31 00:00:00 +0000,,,,,,,,,,,,,7,6,4,4,5,7,5
1742,2,5,91,4,3,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,6,5,8,4,7,8,9
1743,2,2,91,4,3,,,,,,,2014-Jun-04 00:00:00 +0000,,,,,,,,,,,,,7,5,8,7,6,6,4
1744,2,2,91,4,3,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,6,6,6,5,8,8,8
1745,2,6,91,4,3,,,,,,,2014-May-05 00:00:00 +0000,,,,,,,,,,,,,7,6,5,7,6,6,7
1746,2,16,91,4,3,,,,,,,2014-Mar-17 00:00:00 +0000,,,,,,,,,,,,,5,7,8,9,7,5,4
1747,2,7,91,4,3,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,6,5,4,6,7,8,6
1748,2,3,91,4,3,,,,,,,2014-Jun-11 00:00:00 +0000,,,,,,,,,,,,,7,4,9,5,8,8,7
1749,2,15,91,4,3,,,,,,,2014-May-27 00:00:00 +0000,,,,,,,,,,,,,8,6,9,4,6,4,5
1750,2,14,91,4,3,,,,,,,2014-May-23 00:00:00 +0000,,,,,,,,,,,,,4,8,9,8,5,7,9
1751,2,6,91,4,3,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,5,4,6,5,6,7,6
1752,2,17,91,4,3,,,,,,,2014-Jun-11 00:00:00 +0000,,,,,,,,,,,,,7,4,7,4,4,5,5
1753,2,11,91,4,3,,,,,,,2014-Feb-11 00:00:00 +0000,,,,,,,,,,,,,6,5,5,9,9,5,8
1754,2,7,91,4,3,,,,,,,2014-Mar-27 00:00:00 +0000,,,,,,,,,,,,,7,7,8,6,6,4,4
1755,2,5,91,4,3,,,,,,,2014-Aug-05 00:00:00 +0000,,,,,,,,,,,,,8,7,8,6,6,4,4
1756,2,18,91,4,3,,,,,,,2014-Jul-26 00:00:00 +0000,,,,,,,,,,,,,7,9,6,7,6,6,5
1757,2,17,91,4,3,,,,,,,2014-Apr-09 00:00:00 +0000,,,,,,,,,,,,,4,6,6,7,8,4,9
1758,2,19,91,4,3,,,,,,,2014-Apr-05 00:00:00 +0000,,,,,,,,,,,,,9,7,4,6,5,9,4
1759,2,2,91,4,3,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,5,9,7,6,8,7,7
1760,2,13,91,4,3,,,,,,,2014-Jan-18 00:00:00 +0000,,,,,,,,,,,,,7,6,5,5,6,6,9
1761,2,6,91,4,3,,,,,,,2014-Aug-15 00:00:00 +0000,,,,,,,,,,,,,7,6,4,6,8,8,9
1762,2,14,92,4,3,,,,,,,2014-Mar-28 00:00:00 +0000,,,,,,,,,,,,,8,6,5,7,5,4,5
1763,2,7,92,4,3,,,,,,,2014-May-03 00:00:00 +0000,,,,,,,,,,,,,8,5,5,5,5,4,5
1764,2,6,92,4,3,,,,,,,2014-Apr-04 00:00:00 +0000,,,,,,,,,,,,,8,5,7,4,7,4,6
1765,2,7,92,4,3,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,7,6,7,7,4,5,5
1766,2,14,92,4,3,,,,,,,2014-Feb-13 00:00:00 +0000,,,,,,,,,,,,,5,5,4,5,4,5,8
1767,2,13,92,4,3,,,,,,,2014-Aug-26 00:00:00 +0000,,,,,,,,,,,,,8,4,4,8,6,8,6
1768,2,12,92,4,3,,,,,,,2014-Mar-06 00:00:00 +0000,,,,,,,,,,,,,5,7,6,6,4,7,8
1769,2,16,92,4,3,,,,,,,2014-Apr-14 00:00:00 +0000,,,,,,,,,,,,,7,7,8,8,8,7,4
1770,2,4,92,4,3,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,6,6,9,9,4,4,8
1771,2,9,92,4,3,,,,,,,2014-Jan-27 00:00:00 +0000,,,,,,,,,,,,,4,8,6,8,8,6,9
1772,2,6,92,4,3,,,,,,,2014-Feb-11 00:00:00 +0000,,,,,,,,,,,,,6,6,4,7,8,4,9
1773,2,20,92,4,3,,,,,,,2014-Mar-03 00:00:00 +0000,,,,,,,,,,,,,8,7,4,9,8,7,8
1774,2,11,92,4,3,,,,,,,2014-Mar-06 00:00:00 +0000,,,,,,,,,,,,,5,4,8,9,6,4,4
1775,2,6,92,4,3,,,,,,,2014-Feb-24 00:00:00 +0000,,,,,,,,,,,,,9,8,8,4,7,8,5
1776,2,18,92,4,3,,,,,,,2014-Apr-10 00:00:00 +0000,,,,,,,,,,,,,7,8,4,8,5,5,7
1777,2,12,92,4,3,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,8,6,5,8,6,6,6
1778,2,6,92,4,3,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,4,6,4,6,8,6,8
1779,2,16,92,4,3,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,8,9,5,5,8,6,7
1780,2,7,92,4,3,,,,,,,2014-Jun-03 00:00:00 +0000,,,,,,,,,,,,,4,5,9,7,8,7,4
1781,2,3,92,4,3,,,,,,,2014-Feb-27 00:00:00 +0000,,,,,,,,,,,,,5,6,4,9,4,9,8
1782,2,2,93,4,3,,,,,,,2014-Mar-24 00:00:00 +0000,,,,,,,,,,,,,8,5,7,6,5,9,4
1783,2,7,93,4,3,,,,,,,2014-Aug-31 00:00:00 +0000,,,,,,,,,,,,,9,8,6,4,4,5,5
1784,2,7,93,4,3,,,,,,,2014-Aug-09 00:00:00 +0000,,,,,,,,,,,,,7,7,4,7,5,8,6
1785,2,10,93,4,3,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,8,9,9,4,5,5,5
1786,2,14,93,4,3,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,9,6,9,6,5,4,4
1787,2,11,93,4,3,,,,,,,2014-Feb-11 00:00:00 +0000,,,,,,,,,,,,,7,9,6,7,9,8,6
1788,2,18,93,4,3,,,,,,,2014-Apr-29 00:00:00 +0000,,,,,,,,,,,,,7,5,4,7,8,7,8
1789,2,16,93,4,3,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,7,5,5,8,6,7,6
1790,2,6,93,4,3,,,,,,,2014-May-31 00:00:00 +0000,,,,,,,,,,,,,7,7,7,7,5,6,4
1791,2,11,93,4,3,,,,,,,2014-Jun-10 00:00:00 +0000,,,,,,,,,,,,,6,5,6,8,5,6,7
1792,2,4,93,4,3,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,4,5,5,6,7,6,5
1793,2,15,93,4,3,,,,,,,2014-Apr-05 00:00:00 +0000,,,,,,,,,,,,,7,7,4,4,5,7,8
1794,2,10,93,4,3,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,9,6,4,8,5,9,4
1795,2,18,93,4,3,,,,,,,2014-Jan-18 00:00:00 +0000,,,,,,,,,,,,,7,4,8,4,5,6,5
1796,2,9,93,4,3,,,,,,,2014-Mar-30 00:00:00 +0000,,,,,,,,,,,,,4,5,5,5,5,4,9
1797,2,9,93,4,3,,,,,,,2014-Jun-11 00:00:00 +0000,,,,,,,,,,,,,8,8,5,6,7,4,8
1798,2,10,93,4,3,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,4,8,4,7,7,5,6
1799,2,3,93,4,3,,,,,,,2014-Jun-25 00:00:00 +0000,,,,,,,,,,,,,9,6,5,5,6,6,6
1800,2,8,93,4,3,,,,,,,2014-Mar-02 00:00:00 +0000,,,,,,,,,,,,,5,7,7,9,8,9,8
1801,2,11,93,4,3,,,,,,,2014-Jun-14 00:00:00 +0000,,,,,,,,,,,,,4,4,8,7,6,5,7
1802,2,9,94,2,1,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,8,4,6,6,6,5,4
1803,2,14,94,2,1,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,8,9,8,6,9,5,6
1804,2,5,94,2,1,,,,,,,2014-Aug-26 00:00:00 +0000,,,,,,,,,,,,,6,4,6,8,4,7,4
1805,2,8,94,2,1,,,,,,,2014-Mar-03 00:00:00 +0000,,,,,,,,,,,,,4,8,4,9,4,4,8
1806,2,19,94,2,1,,,,,,,2014-Jan-12 00:00:00 +0000,,,,,,,,,,,,,5,6,7,7,6,9,4
1807,2,16,94,2,1,,,,,,,2014-Jun-28 00:00:00 +0000,,,,,,,,,,,,,7,9,5,8,8,5,7
1808,2,17,94,2,1,,,,,,,2014-Jul-24 00:00:00 +0000,,,,,,,,,,,,,6,7,8,6,4,8,5
1809,2,4,94,2,1,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,9,4,9,6,5,7,5
1810,2,4,94,2,1,,,,,,,2014-Jan-17 00:00:00 +0000,,,,,,,,,,,,,6,5,4,4,4,9,4
1811,2,2,94,2,1,,,,,,,2014-Feb-24 00:00:00 +0000,,,,,,,,,,,,,7,9,7,7,4,8,4
1812,2,18,94,2,1,,,,,,,2014-Jun-03 00:00:00 +0000,,,,,,,,,,,,,8,7,8,4,5,4,8
1813,2,19,94,2,1,,,,,,,2014-Jun-26 00:00:00 +0000,,,,,,,,,,,,,4,4,4,7,8,7,7
1814,2,14,94,2,1,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,5,5,5,9,8,5,4
1815,2,9,94,2,1,,,,,,,2014-Feb-10 00:00:00 +0000,,,,,,,,,,,,,8,6,4,9,5,6,5
1816,2,3,94,2,1,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,4,5,4,4,4,7,5
1817,2,18,94,2,1,,,,,,,2014-Jul-05 00:00:00 +0000,,,,,,,,,,,,,7,6,8,5,4,6,5
1818,2,19,94,2,1,,,,,,,2014-May-02 00:00:00 +0000,,,,,,,,,,,,,8,8,5,4,4,6,5
1819,2,11,94,2,1,,,,,,,2014-Jan-03 00:00:00 +0000,,,,,,,,,,,,,5,6,4,4,9,8,4
1820,2,12,94,2,1,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,6,7,6,8,4,8,4
1821,2,8,94,2,1,,,,,,,2014-Jan-12 00:00:00 +0000,,,,,,,,,,,,,7,4,4,5,9,5,8
1822,2,12,95,2,1,,,,,,,2014-May-01 00:00:00 +0000,,,,,,,,,,,,,9,6,7,5,4,8,7
1823,2,9,95,2,1,,,,,,,2014-Aug-12 00:00:00 +0000,,,,,,,,,,,,,8,8,6,6,7,5,5
1824,2,19,95,2,1,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,5,4,8,8,4,7,6
1825,2,10,95,2,1,,,,,,,2014-Feb-22 00:00:00 +0000,,,,,,,,,,,,,4,6,6,7,4,9,4
1826,2,5,95,2,1,,,,,,,2014-May-14 00:00:00 +0000,,,,,,,,,,,,,4,6,6,4,7,7,8
1827,2,5,95,2,1,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,6,7,5,8,9,5,7
1828,2,3,95,2,1,,,,,,,2014-Jul-05 00:00:00 +0000,,,,,,,,,,,,,4,4,7,4,4,5,8
1829,2,8,95,2,1,,,,,,,2014-Feb-22 00:00:00 +0000,,,,,,,,,,,,,7,6,5,4,6,4,4
1830,2,13,95,2,1,,,,,,,2014-Jan-22 00:00:00 +0000,,,,,,,,,,,,,4,5,8,9,6,4,4
1831,2,9,95,2,1,,,,,,,2014-Jul-07 00:00:00 +0000,,,,,,,,,,,,,4,6,7,4,5,6,5
1832,2,14,95,2,1,,,,,,,2014-Apr-17 00:00:00 +0000,,,,,,,,,,,,,8,4,7,8,5,8,4
1833,2,13,95,2,1,,,,,,,2014-Aug-01 00:00:00 +0000,,,,,,,,,,,,,4,7,7,5,6,8,5
1834,2,12,95,2,1,,,,,,,2014-Aug-09 00:00:00 +0000,,,,,,,,,,,,,8,8,8,5,7,4,9
1835,2,6,95,2,1,,,,,,,2014-Aug-27 00:00:00 +0000,,,,,,,,,,,,,6,8,4,8,4,4,4
1836,2,14,95,2,1,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,6,5,4,9,4,6,4
1837,2,9,95,2,1,,,,,,,2014-Jul-18 00:00:00 +0000,,,,,,,,,,,,,5,4,5,4,8,5,7
1838,2,11,95,2,1,,,,,,,2014-Jun-22 00:00:00 +0000,,,,,,,,,,,,,5,7,8,9,7,5,8
1839,2,16,95,2,1,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,4,4,8,4,7,6,5
1840,2,19,95,2,1,,,,,,,2014-Jan-25 00:00:00 +0000,,,,,,,,,,,,,5,9,5,7,4,4,4
1841,2,13,95,2,1,,,,,,,2014-Jul-16 00:00:00 +0000,,,,,,,,,,,,,9,9,7,7,8,4,8
1842,2,6,96,2,1,,,,,,,2014-Aug-30 00:00:00 +0000,,,,,,,,,,,,,6,5,8,4,5,8,6
1843,2,2,96,2,1,,,,,,,2014-Apr-04 00:00:00 +0000,,,,,,,,,,,,,9,6,4,7,4,6,4
1844,2,16,96,2,1,,,,,,,2014-May-29 00:00:00 +0000,,,,,,,,,,,,,7,6,5,9,8,4,7
1845,2,18,96,2,1,,,,,,,2014-May-21 00:00:00 +0000,,,,,,,,,,,,,5,8,5,5,9,7,5
1846,2,15,96,2,1,,,,,,,2014-Jun-28 00:00:00 +0000,,,,,,,,,,,,,8,4,6,6,8,8,4
1847,2,17,96,2,1,,,,,,,2014-Jul-27 00:00:00 +0000,,,,,,,,,,,,,6,4,7,7,9,5,6
1848,2,4,96,2,1,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,6,4,4,5,5,8,8
1849,2,9,96,2,1,,,,,,,2014-Apr-29 00:00:00 +0000,,,,,,,,,,,,,9,4,6,7,5,4,8
1850,2,20,96,2,1,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,4,4,5,8,4,7,8
1851,2,3,96,2,1,,,,,,,2014-Mar-23 00:00:00 +0000,,,,,,,,,,,,,8,6,4,4,9,8,5
1852,2,20,96,2,1,,,,,,,2014-Apr-25 00:00:00 +0000,,,,,,,,,,,,,4,4,4,9,7,7,4
1853,2,5,96,2,1,,,,,,,2014-Jul-27 00:00:00 +0000,,,,,,,,,,,,,8,6,8,8,4,8,7
1854,2,16,96,2,1,,,,,,,2014-Jan-20 00:00:00 +0000,,,,,,,,,,,,,4,7,9,5,7,8,8
